user_id,views,clicks,add_to_cart,purchases,total_spend,avg_order_value,last_event_timestamp
user_560,0,1,0,0,0.0,0.0,2026-03-11T18:53:56.060-07:00
user_378,1,0,0,0,0.0,0.0,2026-03-29T07:47:56.060-07:00
user_498,1,0,0,0,0.0,0.0,2026-03-19T10:44:56.060-07:00
user_797,0,1,0,0,0.0,0.0,2026-03-15T21:44:56.060-07:00
user_21,1,0,0,0,0.0,0.0,2026-03-08T16:26:56.060-07:00
user_800,0,1,0,0,0.0,0.0,2026-03-03T13:58:56.060-08:00
user_415,0,1,0,0,0.0,0.0,2026-03-09T06:16:56.060-07:00
user_784,0,0,1,0,0.0,0.0,2026-03-19T01:28:56.060-07:00
user_451,1,0,0,0,0.0,0.0,2026-03-14T18:05:56.060-07:00
user_356,0,1,0,0,0.0,0.0,2026-03-21T05:54:56.060-07:00
user_309,0,1,0,0,0.0,0.0,2026-03-29T01:48:56.060-07:00
user_607,1,0,0,0,0.0,0.0,2026-03-30T07:06:56.060-07:00
user_573,0,1,0,0,0.0,0.0,2026-03-16T04:34:56.060-07:00
user_399,0,1,0,0,0.0,0.0,2026-03-28T07:58:56.060-07:00
user_320,1,0,0,0,0.0,0.0,2026-03-18T19:56:56.060-07:00
user_181,1,0,0,0,0.0,0.0,2026-03-25T11:53:56.060-07:00
user_942,1,0,0,0,0.0,0.0,2026-03-23T18:06:56.060-07:00
user_711,1,0,0,0,0.0,0.0,2026-03-11T11:41:56.060-07:00
user_336,1,0,0,0,0.0,0.0,2026-03-22T10:39:56.060-07:00
user_915,1,0,0,0,0.0,0.0,2026-03-05T10:00:56.060-08:00
user_556,1,0,0,0,0.0,0.0,2026-03-20T16:08:56.060-07:00
user_118,1,0,0,0,0.0,0.0,2026-03-11T16:04:56.060-07:00
user_762,0,0,1,0,0.0,0.0,2026-03-22T05:35:56.060-07:00
user_768,1,0,0,0,0.0,0.0,2026-03-04T02:53:56.060-08:00
user_914,0,1,0,0,0.0,0.0,2026-03-21T04:06:56.060-07:00
user_984,1,0,0,0,0.0,0.0,2026-03-30T16:13:56.060-07:00
user_547,0,0,0,1,300.03,300.03,2026-03-19T16:22:56.060-07:00
user_284,0,1,0,0,0.0,0.0,2026-03-25T11:23:56.060-07:00
user_389,0,1,0,0,0.0,0.0,2026-03-20T22:27:56.060-07:00
user_306,0,0,1,0,0.0,0.0,2026-03-19T11:58:56.060-07:00
user_664,1,0,0,0,0.0,0.0,2026-03-02T07:49:56.060-08:00
user_439,1,0,0,0,0.0,0.0,2026-03-22T18:17:56.060-07:00
